"original_id","vocalization","mean","Confident","NeedsReview","NuConfToVer","NuNeedsRevToVer"
"GWTE","Song",0.847134915198726,1,0,1,0
"PBGR","Song",0.848122272396789,58,0,15,0
"COLO","Song",0.868217390179685,8,0,8,0
"GRYE","Song",0.869706319653441,24,0,15,0
"HETH","Song",0.880140821405868,28,0,15,0
"SOSA","Song",0.887219522721789,2,0,2,0
"CCSP","Song",0.893421480952109,48,0,15,0
"RCKI","Song",0.898233406885342,43,0,15,0
"MAWR","Song",0.913078416495289,94,2,15,2
"SACR","Song",0.915298845306685,10,0,10,0
"EAKI","Song",0.920092818726771,4,0,4,0
"TEWA","Song",0.922703076247665,100,0,15,0
"LCSP","Song",0.937755632879363,46,1,15,1
"BCFR","Song",0.941773667360424,75,0,15,0
"SWTH","Song",0.950235081395783,146,0,15,0
"AMBI","Song",0.951665571069132,199,0,15,0
"SORA","Song",0.962988759363665,289,0,15,0
"LISP","Song",0.963689720612513,228,1,15,1
"WTSP","Song",0.96396660569257,215,1,15,1
"ALFL","Song",0.981273037666173,299,0,15,0
"WISN","Song",0.983082982113968,350,0,15,0
"RWBL","Song",0.989069993619064,550,1,15,1
"COYE","Song",0.992923222721577,757,0,15,0
"SWSP","Song",0.996162618020778,1021,0,15,0
"STGR","Non-vocal",0.770792349167361,8,0,8,0
"GWTE","Non-vocal",0.847134915198726,1,0,1,0
"BEAV","Non-vocal",0.914717355067191,1,0,1,0
"WBIS","Non-vocal",0.916503242077278,1,0,1,0
"MALL","Call",0.539673165976119,23,5,15,5
"AMRO","Call",0.701330205104106,23,1,15,1
"STGR","Call",0.770792349167361,8,2,8,2
"CAJA","Call",0.821793702797661,31,0,15,0
"GWTE","Call",0.847134915198726,14,0,14,0
"PBGR","Call",0.848122272396789,3,0,3,0
"COLO","Call",0.868217390179685,24,0,15,0
"GRYE","Call",0.869706319653441,13,0,13,0
"HETH","Call",0.880140821405868,1,0,1,0
"SOSA","Call",0.887219522721789,31,1,15,1
"CANG","Call",0.901100767091076,21,0,15,0
"MAWR","Call",0.913078416495289,3,0,3,0
"SACR","Call",0.915298845306685,43,0,15,0
"EAKI","Call",0.920092818726771,34,1,15,1
"SWTH","Call",0.950235081395783,12,0,12,0
"SORA","Call",0.962988759363665,220,0,15,0
"ALFL","Call",0.981273037666173,14,0,14,0
"WISN","Call",0.983082982113968,139,0,15,0
"RWBL","Call",0.989069993619064,190,3,15,3
"COYE","Call",0.992923222721577,6,0,6,0
"SWSP","Call",0.996162618020778,1,1,1,1
