organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,CORA,Common Raven,Aves,1,1.68,Call,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,CORA,Common Raven,Aves,2,6.21,Call,1,Second individual calling briefly before loud individual at 7s,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,RESQ,Red Squirrel,Mammalia,1,91.01,Call,1,Rattle call,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,CANG,Canada Goose,Aves,1,156.78,Call,1,"Faint, in background",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,WTSP,White-throated Sparrow,Aves,1,0.08,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,COYE,Common Yellowthroat,Aves,1,44.16,Song,1,Faint. Possibly sings earlier at ~25s but too faint to distinguish,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,SWSP,Swamp Sparrow,Aves,1,8.10,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,UNWO,Unidentified Woodpecker,Aves,1,13.85,Song,1,"Fast drum. Faint here. Again at 26s, more clear at 48s. No calls heard confidence:To Be Checked",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 05:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Thea Carpenter,ALFL,Alder Flycatcher,Aves,1,5.50,Song,1,"Sings occasionally throughout-e.g. at 81s, 110s. ""pip"" call later at ~33s",true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,37.00,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,PISI,Pine Siskin,Aves,1,0.19,Call,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,OVEN,Ovenbird,Aves,1,33.49,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,CHSP,Chipping Sparrow,Aves,1,137.49,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,RUGR,Ruffed Grouse,Aves,1,152.11,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,CORA,Common Raven,Aves,1,31.11,Call,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-14 07:31:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,AMRE,American Redstart,Aves,1,0.19,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,0.04,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,MOWA,Mourning Warbler,Aves,2,1.44,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WISN,Wilson's Snipe,Aves,1,171.15,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,2,2.19,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,COYE,Common Yellowthroat,Aves,1,21.61,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,UNTR,Unidentified Trill,Aves,1,12.91,Song,1,confidence:Unknown far,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,CONI,Common Nighthawk,Aves,1,16.80,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,MOWA,Mourning Warbler,Aves,1,0.03,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 03:33:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,AMRO,American Robin,Aves,1,55.83,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,2,158.30,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WISN,Wilson's Snipe,Aves,1,11.33,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,2,14.70,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,0.43,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,MOWA,Mourning Warbler,Aves,1,9.60,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,HOWR,House Wren,Aves,1,3.55,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,BBWO,Black-backed Woodpecker,Aves,1,3.64,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,WEWP,Western Wood-Pewee,Aves,1,168.41,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 07:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,54.95,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,MOWA,Mourning Warbler,Aves,1,23.49,Song,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,LITF,Light traffic,Abiotic,1,74.29,Non-vocal,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,HOWR,House Wren,Aves,1,8.29,Song,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,CHSP,Chipping Sparrow,Aves,1,120.65,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,2.89,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,2,14.89,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,3,63.61,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,RESQ,Red Squirrel,Mammalia,1,37.75,Call,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:36,2021-06-26 08:03:00,-104.916606,53.365902,180s 1SPT,Transcribed,Robert Wapple,HOWR,House Wren,Aves,2,30.14,Song,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,CANG,Canada Goose,Aves,1,297.26,Call,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,3,3.71,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,2,1.75,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,COYE,Common Yellowthroat,Aves,1,314.34,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,SWSP,Swamp Sparrow,Aves,1,4.39,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,CHSP,Chipping Sparrow,Aves,1,0.03,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,CHSP,Chipping Sparrow,Aves,2,9.99,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,LISP,Lincoln's Sparrow,Aves,1,12.53,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,CONI,Common Nighthawk,Aves,1,326.66,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,SORA,Sora,Aves,1,207.94,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,MOWA,Mourning Warbler,Aves,1,301.56,Song,1,Very far off,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,0.03,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,4,250.90,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 03:31:00,-104.912105,53.366072,600s 1SPT,Transcribed,Robert Wapple,BCFR,Boreal Chorus Frog,Amphibia,1,22.20,Song,CI 1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,COYE,Common Yellowthroat,Aves,1,3.71,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,HAWO,Hairy Woodpecker,Aves,1,43.20,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,SORA,Sora,Aves,1,152.13,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,AMRO,American Robin,Aves,1,5.15,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,CHSP,Chipping Sparrow,Aves,1,60.99,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,CORA,Common Raven,Aves,1,5.33,Call,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,CORA,Common Raven,Aves,2,49.36,Call,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,CORA,Common Raven,Aves,3,77.55,Call,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,ALFL,Alder Flycatcher,Aves,1,22.83,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,11.69,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,SWSP,Swamp Sparrow,Aves,1,0.55,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,2,23.93,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 05:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,40.91,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,MOWA,Mourning Warbler,Aves,1,0.65,Song,1,,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,UNKN,Unidentified signal,Unknown,1,134.44,Call,1,confidence:To Be Checked,false,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,SWSP,Swamp Sparrow,Aves,1,10.08,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,BCFR,Boreal Chorus Frog,Amphibia,1,48.33,Song,CI 1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,ALFL,Alder Flycatcher,Aves,1,21.88,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,DOWO,Downy Woodpecker,Aves,1,5.33,Call,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,2.44,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,WTSP,White-throated Sparrow,Aves,2,128.33,Song,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-14 07:31:00,-104.912105,53.366072,180s 1SPT,Transcribed,Robert Wapple,CORA,Common Raven,Aves,1,11.01,Call,1,,true,925
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,ALFL,Alder Flycatcher,Aves,1,127.33,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,WISN,Wilson's Snipe,Aves,1,24.56,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,DEJU,Dark-eyed Junco,Aves,1,5.65,Song,1,,false,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,WTSP,White-throated Sparrow,Aves,1,0.59,Song,3,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,COYE,Common Yellowthroat,Aves,1,9.48,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,COYE,Common Yellowthroat,Aves,2,152.35,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,SWSP,Swamp Sparrow,Aves,1,147.16,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,CHSP,Chipping Sparrow,Aves,1,3.05,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,LISP,Lincoln's Sparrow,Aves,1,18.78,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 03:33:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,UNKN,Unidentified signal,Unknown,1,8.28,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,COYE,Common Yellowthroat,Aves,1,6.56,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,WISN,Wilson's Snipe,Aves,1,42.69,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,WTSP,White-throated Sparrow,Aves,2,53.75,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,WTSP,White-throated Sparrow,Aves,1,19.34,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,MOWA,Mourning Warbler,Aves,1,49.58,Song,1,,true,1201
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UEV01:37,2021-06-26 07:03:00,-104.912105,53.366072,180s 1SPT,Transcribed,Maya Meron,UNWO,Unidentified Woodpecker,Aves,1,174.79,Call,1,"Originally called SPSA. Weak and distorted but I think it is a BBWO, ATTW, or HAWO.",false,1201
