organization,location,recording_date,audio_length,scientific_name,window_start_time,window_end_time,confidence
CWS-PRA,12-VWL68-32,2021-06-22 22:11:00,180,Emberiza cirlus,3.00,6.00,77.8
CWS-PRA,12-VWL68-32,2021-06-22 22:11:00,180,Junco hyemalis,3.00,6.00,66.0
CWS-PRA,12-VWL68-32,2021-06-22 22:11:00,180,Junco hyemalis,15.00,18.00,52.3
CWS-PRA,12-VWL68-32,2021-06-22 22:11:00,180,Emberiza cirlus,15.00,18.00,60.0
CWS-PRA,12-VWL68-32,2021-06-22 22:11:00,180,Tympanuchus cupido,123.00,126.00,46.3
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,18.00,21.00,54.4
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,21.00,24.00,51.0
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,24.00,27.00,50.8
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,48.00,51.00,93.4
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,51.00,54.00,92.2
CWS-PRA,12-VWL68-32,2021-06-22 22:38:00,180,Chordeiles minor,171.00,174.00,57.4
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,0.00,3.00,63.2
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,3.00,6.00,83.3
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,6.00,9.00,91.6
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,9.00,12.00,92.7
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,12.00,15.00,87.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,15.00,18.00,88.8
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,18.00,21.00,92.1
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,21.00,24.00,88.1
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,24.00,27.00,77.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,36.00,39.00,81.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,39.00,42.00,90.1
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,45.00,48.00,97.4
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,51.00,54.00,98.3
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,54.00,57.00,98.3
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,57.00,60.00,97.4
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,60.00,63.00,97.6
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,63.00,66.00,96.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,66.00,69.00,96.3
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,69.00,72.00,89.3
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,75.00,78.00,46.4
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,78.00,81.00,47.0
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,90.00,93.00,48.0
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,93.00,96.00,71.5
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,96.00,99.00,83.1
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,108.00,111.00,59.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,117.00,120.00,89.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,123.00,126.00,87.7
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,126.00,129.00,95.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,129.00,132.00,75.7
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,132.00,135.00,90.6
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,138.00,141.00,95.9
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,141.00,144.00,93.2
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,150.00,153.00,87.8
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,159.00,162.00,75.1
CWS-PRA,12-VWL68-32,2021-06-22 23:05:00,180,Chordeiles minor,162.00,165.00,46.1
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Contopus cooperi,12.00,15.00,61.8
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Contopus cooperi,21.00,24.00,66.1
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Contopus cooperi,24.00,27.00,72.2
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,93.00,96.00,58.8
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,99.00,102.00,43.8
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Phragmacia substriata,102.00,105.00,40.3
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,105.00,108.00,50.7
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,108.00,111.00,56.0
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,114.00,117.00,61.0
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,120.00,123.00,40.1
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,132.00,135.00,47.6
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Asthenes wyatti,135.00,138.00,49.5
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,138.00,141.00,41.7
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,141.00,144.00,44.0
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,150.00,153.00,54.2
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,156.00,159.00,47.4
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Asthenes wyatti,159.00,162.00,43.0
CWS-PRA,12-VWL68-32,2021-06-24 03:02:00,180,Spizella passerina,165.00,168.00,45.9
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,18.00,21.00,53.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,24.00,27.00,56.4
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,27.00,30.00,53.1
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,33.00,36.00,62.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,36.00,39.00,73.1
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,42.00,45.00,41.4
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Locustella naevia,45.00,48.00,40.3
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,48.00,51.00,50.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,51.00,54.00,40.3
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,54.00,57.00,43.5
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,93.00,96.00,50.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,108.00,111.00,40.9
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,114.00,117.00,64.4
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Contopus cooperi,117.00,120.00,47.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,141.00,144.00,47.2
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Spizella passerina,150.00,153.00,45.5
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Certhionyx variegatus,171.00,174.00,45.0
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Helmitheros vermivorum,177.00,180.00,40.8
CWS-PRA,12-VWL68-32,2021-06-24 03:52:00,180,Locustella naevia,177.00,180.00,44.0
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,0.00,3.00,47.7
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,0.00,3.00,42.0
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,27.00,30.00,46.8
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,45.00,48.00,49.4
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,45.00,48.00,58.7
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,54.00,57.00,51.7
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,54.00,57.00,54.8
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,63.00,66.00,71.9
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,63.00,66.00,71.2
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,72.00,75.00,79.1
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,72.00,75.00,64.1
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,96.00,99.00,40.8
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,99.00,102.00,58.9
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,99.00,102.00,73.7
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,144.00,147.00,47.1
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,153.00,156.00,63.5
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,153.00,156.00,69.9
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,162.00,165.00,78.9
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Junco hyemalis,162.00,165.00,72.0
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Loxia leucoptera,174.00,177.00,54.0
CWS-PRA,12-VWL68-32,2021-06-24 04:42:00,180,Emberiza cirlus,174.00,177.00,59.5
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Emberiza cirlus,18.00,21.00,46.2
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Spizella passerina,18.00,21.00,45.0
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Empidonax alnorum,57.00,60.00,51.9
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Asthenes wyatti,60.00,63.00,65.1
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Nothoprocta perdicaria,66.00,69.00,42.1
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Empidonax alnorum,66.00,69.00,53.5
CWS-PRA,12-VWL68-32,2021-06-24 05:32:00,180,Asthenes wyatti,150.00,153.00,42.9
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Loxia leucoptera,114.00,117.00,56.5
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Loxia leucoptera,117.00,120.00,52.9
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Loxia leucoptera,138.00,141.00,87.9
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Empidonax alnorum,225.00,228.00,64.5
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Empidonax alnorum,237.00,240.00,62.6
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Spizella passerina,267.00,270.00,46.8
CWS-PRA,12-VWL68-32,2021-06-24 06:22:00,300,Spinus pinus,294.00,297.00,46.5
CWS-PRA,12-VWL68-32,2021-06-24 07:12:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VWL68-33,2021-06-22 22:11:00,180,Emberiza cirlus,24.00,27.00,59.9
CWS-PRA,12-VWL68-33,2021-06-22 22:11:00,180,Junco hyemalis,24.00,27.00,45.0
CWS-PRA,12-VWL68-33,2021-06-22 22:11:00,180,Junco hyemalis,54.00,57.00,42.0
CWS-PRA,12-VWL68-33,2021-06-22 22:11:00,180,Junco hyemalis,117.00,120.00,40.3
CWS-PRA,12-VWL68-33,2021-06-22 22:38:00,180,Chordeiles minor,48.00,51.00,60.4
CWS-PRA,12-VWL68-33,2021-06-22 22:38:00,180,Chordeiles minor,51.00,54.00,87.9
CWS-PRA,12-VWL68-33,2021-06-22 22:38:00,180,Chordeiles minor,153.00,156.00,77.1
CWS-PRA,12-VWL68-33,2021-06-22 22:38:00,180,Chordeiles minor,171.00,174.00,52.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,0.00,3.00,76.4
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,3.00,6.00,96.3
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,6.00,9.00,87.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,12.00,15.00,75.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,15.00,18.00,75.3
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,21.00,24.00,44.5
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,24.00,27.00,84.0
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,30.00,33.00,81.0
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,36.00,39.00,65.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,39.00,42.00,96.4
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,45.00,48.00,77.5
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,51.00,54.00,80.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,54.00,57.00,95.1
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,57.00,60.00,96.4
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,60.00,63.00,57.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,63.00,66.00,71.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,66.00,69.00,94.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,69.00,72.00,89.1
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,78.00,81.00,55.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,84.00,87.00,88.0
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,90.00,93.00,93.4
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,93.00,96.00,97.0
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,96.00,99.00,97.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,105.00,108.00,90.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,108.00,111.00,85.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,111.00,114.00,70.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,114.00,117.00,73.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,117.00,120.00,79.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,123.00,126.00,93.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,126.00,129.00,89.9
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,132.00,135.00,81.7
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,138.00,141.00,90.0
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,141.00,144.00,55.5
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,150.00,153.00,61.9
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,159.00,162.00,82.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,162.00,165.00,65.1
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,165.00,168.00,87.4
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,168.00,171.00,95.1
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,171.00,174.00,88.8
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,174.00,177.00,96.2
CWS-PRA,12-VWL68-33,2021-06-22 23:05:00,180,Chordeiles minor,177.00,180.00,85.6
CWS-PRA,12-VWL68-33,2021-06-24 03:02:00,180,Anthus trivialis,45.00,48.00,43.2
CWS-PRA,12-VWL68-33,2021-06-24 03:02:00,180,Melospiza lincolnii,57.00,60.00,55.5
CWS-PRA,12-VWL68-33,2021-06-24 03:02:00,180,Contopus cooperi,114.00,117.00,62.2
CWS-PRA,12-VWL68-33,2021-06-24 03:02:00,180,Contopus cooperi,177.00,180.00,52.1
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Contopus cooperi,6.00,9.00,66.7
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,21.00,24.00,48.8
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Zonotrichia albicollis,24.00,27.00,65.1
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,30.00,33.00,53.5
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,42.00,45.00,50.1
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Contopus cooperi,48.00,51.00,48.0
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,54.00,57.00,56.6
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Contopus cooperi,75.00,78.00,69.9
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Poecile gambeli,84.00,87.00,40.5
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Zonotrichia albicollis,87.00,90.00,61.9
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,96.00,99.00,48.7
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,108.00,111.00,49.7
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Prinia hodgsonii,108.00,111.00,40.7
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Anthus trivialis,123.00,126.00,47.0
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Contopus cooperi,129.00,132.00,73.1
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Cyphorhinus thoracicus,138.00,141.00,57.3
CWS-PRA,12-VWL68-33,2021-06-24 03:52:00,180,Zonotrichia albicollis,174.00,177.00,56.3
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Emberiza cirlus,0.00,3.00,61.6
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,3.00,6.00,82.1
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,6.00,9.00,76.7
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,18.00,21.00,43.1
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Spizella passerina,24.00,27.00,46.8
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,27.00,30.00,87.7
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,33.00,36.00,86.6
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,36.00,39.00,48.9
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,48.00,51.00,77.4
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Asthenes wyatti,51.00,54.00,41.3
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,54.00,57.00,69.9
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,60.00,63.00,85.8
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,72.00,75.00,63.4
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,87.00,90.00,44.8
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,96.00,99.00,76.7
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,99.00,102.00,86.4
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,108.00,111.00,82.8
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Spizella passerina,111.00,114.00,41.9
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,114.00,117.00,85.4
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,123.00,126.00,75.0
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,129.00,132.00,51.6
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Asthenes anthoides,132.00,135.00,54.2
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,147.00,150.00,46.9
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,153.00,156.00,90.4
CWS-PRA,12-VWL68-33,2021-06-24 04:42:00,180,Empidonax alnorum,171.00,174.00,67.4
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,6.00,9.00,55.4
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,9.00,12.00,44.3
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Gerygone ruficollis,15.00,18.00,42.6
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,15.00,18.00,59.1
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Setophaga palmarum,24.00,27.00,53.1
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,27.00,30.00,78.4
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,30.00,33.00,45.2
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Microcerculus marginatus,30.00,33.00,40.6
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,48.00,51.00,77.8
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,66.00,69.00,41.0
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Picus awokera,69.00,72.00,60.1
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,72.00,75.00,63.0
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,75.00,78.00,44.2
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,78.00,81.00,73.8
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,87.00,90.00,63.8
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,90.00,93.00,72.9
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,99.00,102.00,69.6
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,102.00,105.00,84.9
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,105.00,108.00,45.2
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,111.00,114.00,79.3
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,126.00,129.00,78.3
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,129.00,132.00,52.4
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,135.00,138.00,57.8
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,138.00,141.00,68.1
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,150.00,153.00,57.4
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,153.00,156.00,53.0
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,159.00,162.00,83.0
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,162.00,165.00,68.6
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Zonotrichia albicollis,165.00,168.00,53.8
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,168.00,171.00,41.0
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,171.00,174.00,43.1
CWS-PRA,12-VWL68-33,2021-06-24 05:32:00,180,Empidonax alnorum,177.00,180.00,87.2
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,6.00,9.00,88.2
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,12.00,15.00,84.3
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,21.00,24.00,79.7
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,27.00,30.00,90.2
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,33.00,36.00,67.9
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,42.00,45.00,76.4
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,54.00,57.00,50.8
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,57.00,60.00,87.2
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,66.00,69.00,74.6
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,75.00,78.00,86.1
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,78.00,81.00,40.8
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,81.00,84.00,89.4
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Sporophila falcirostris,87.00,90.00,43.9
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Empidonax alnorum,90.00,93.00,91.0
CWS-PRA,12-VWL68-33,2021-06-24 06:22:00,300,Cyphorhinus thoracicus,93.00,96.00,41.9
