organization,location,recording_date,audio_length,scientific_name,window_start_time,window_end_time,confidence
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,435.00,438.00,70.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus frantzii,438.00,441.00,43.0
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,438.00,441.00,95.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Myiomela leucura,438.00,441.00,44.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,444.00,447.00,43.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,447.00,450.00,86.2
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,450.00,453.00,77.4
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus frantzii,456.00,459.00,43.4
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Myiomela leucura,456.00,459.00,41.6
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,456.00,459.00,95.9
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,459.00,462.00,87.8
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,465.00,468.00,70.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,468.00,471.00,67.7
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,471.00,474.00,48.6
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,477.00,480.00,91.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,480.00,483.00,87.8
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Cinclidium frontale,480.00,483.00,41.2
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus ustulatus,483.00,486.00,42.4
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,486.00,489.00,91.2
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Myiomela leucura,492.00,495.00,46.4
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,492.00,495.00,91.0
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,495.00,498.00,58.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,498.00,501.00,91.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,501.00,504.00,84.2
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,507.00,510.00,87.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,510.00,513.00,94.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,516.00,519.00,46.0
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,519.00,522.00,92.6
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus frantzii,525.00,528.00,41.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,525.00,528.00,89.7
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,528.00,531.00,78.7
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,531.00,534.00,89.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,534.00,537.00,71.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,537.00,540.00,42.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,540.00,543.00,80.9
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,546.00,549.00,85.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,552.00,555.00,49.3
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,555.00,558.00,50.0
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,558.00,561.00,50.7
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,561.00,564.00,56.0
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,567.00,570.00,87.9
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,573.00,576.00,82.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,576.00,579.00,60.2
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,579.00,582.00,48.5
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,582.00,585.00,91.6
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,585.00,588.00,94.4
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,591.00,594.00,43.1
CWS-PRA,12-VXM03-55,2021-07-06 05:36:00,600,Catharus guttatus,594.00,597.00,78.8
CWS-PRA,12-VXM03-55,2021-07-06 06:26:00,180,Catharus ustulatus,108.00,111.00,43.1
CWS-PRA,12-VXM03-55,2021-07-06 07:16:00,180,Catharus ustulatus,45.00,48.00,46.9
CWS-PRA,12-VXM23-32,2021-07-01 22:08:00,180,Scolopax minor,138.00,141.00,62.8
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,72.00,75.00,60.5
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,75.00,78.00,96.9
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,84.00,87.00,82.8
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,105.00,108.00,70.6
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,168.00,171.00,82.5
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,171.00,174.00,54.4
CWS-PRA,12-VXM23-32,2021-07-01 22:35:00,180,Chordeiles minor,177.00,180.00,90.2
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,30.00,33.00,55.9
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,39.00,42.00,42.3
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,42.00,45.00,86.8
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,45.00,48.00,88.1
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,48.00,51.00,75.9
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,51.00,54.00,74.6
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,54.00,57.00,75.7
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Scolopax minor,108.00,111.00,63.0
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Scolopax minor,138.00,141.00,42.2
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,144.00,147.00,45.8
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,147.00,150.00,55.2
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,150.00,153.00,57.8
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,156.00,159.00,57.1
CWS-PRA,12-VXM23-32,2021-07-01 23:02:00,180,Chordeiles minor,159.00,162.00,94.3
CWS-PRA,12-VXM23-33,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-33,2021-07-01 22:35:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,69.00,72.00,44.8
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,81.00,84.00,50.1
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,141.00,144.00,82.3
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,144.00,147.00,94.1
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,147.00,150.00,58.2
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,150.00,153.00,50.9
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,156.00,159.00,78.2
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,165.00,168.00,94.3
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,168.00,171.00,59.8
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,171.00,174.00,62.9
CWS-PRA,12-VXM23-33,2021-07-01 23:02:00,180,Chordeiles minor,177.00,180.00,59.8
CWS-PRA,12-VXM23-34,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-34,2021-07-01 22:35:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,0.00,3.00,93.3
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,3.00,6.00,95.4
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,9.00,12.00,49.8
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,15.00,18.00,78.5
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,18.00,21.00,92.2
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,21.00,24.00,92.8
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,27.00,30.00,91.8
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,30.00,33.00,94.0
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,33.00,36.00,96.2
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,39.00,42.00,86.0
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,42.00,45.00,79.9
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,45.00,48.00,96.3
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,48.00,51.00,93.7
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,51.00,54.00,84.0
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,54.00,57.00,94.0
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,57.00,60.00,95.4
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,60.00,63.00,96.3
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,63.00,66.00,69.7
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,66.00,69.00,46.6
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,75.00,78.00,84.2
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,93.00,96.00,86.2
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,144.00,147.00,72.7
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,150.00,153.00,67.9
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,153.00,156.00,68.7
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,162.00,165.00,87.0
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,168.00,171.00,82.6
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,171.00,174.00,65.5
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,174.00,177.00,89.9
CWS-PRA,12-VXM23-34,2021-07-01 23:02:00,180,Chordeiles minor,177.00,180.00,88.5
CWS-PRA,12-VXM23-35,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-35,2021-07-01 22:35:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,0.00,3.00,58.2
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,3.00,6.00,78.6
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,9.00,12.00,66.1
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,21.00,24.00,67.6
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,27.00,30.00,69.1
CWS-PRA,12-VXM23-35,2021-07-01 23:02:00,180,Chordeiles minor,36.00,39.00,55.1
CWS-PRA,12-VXM23-36,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-36,2021-07-01 22:35:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-36,2021-07-01 23:02:00,180,Chordeiles minor,33.00,36.00,75.7
CWS-PRA,12-VXM23-36,2021-07-01 23:02:00,180,Chordeiles minor,39.00,42.00,48.0
CWS-PRA,12-VXM23-36,2021-07-01 23:02:00,180,Chordeiles minor,45.00,48.00,64.3
CWS-PRA,12-VXM23-36,2021-07-01 23:02:00,180,Chordeiles minor,48.00,51.00,84.9
CWS-PRA,12-VXM23-36,2021-07-01 23:02:00,180,Chordeiles minor,60.00,63.00,81.1
CWS-PRA,12-VXM23-38,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-38,2021-07-01 22:35:00,180,Geronticus eremita,54.00,57.00,68.0
CWS-PRA,12-VXM23-38,2021-07-01 23:02:00,180,Chordeiles minor,27.00,30.00,41.7
CWS-PRA,12-VXM23-39,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-39,2021-07-01 22:35:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-39,2021-07-01 23:02:00,180,Chordeiles minor,0.00,3.00,64.3
CWS-PRA,12-VXM23-39,2021-07-01 23:02:00,180,Chordeiles minor,6.00,9.00,57.6
CWS-PRA,12-VXM23-39,2021-07-01 23:02:00,180,Chordeiles minor,45.00,48.00,95.5
CWS-PRA,12-VXM23-39,2021-07-01 23:02:00,180,Chordeiles minor,138.00,141.00,47.4
CWS-PRA,12-VXM23-41,2021-07-01 22:08:39,141,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-41,2021-07-01 22:35:09,171,Chordeiles minor,78.00,81.00,74.6
CWS-PRA,12-VXM23-41,2021-07-01 22:35:09,171,Chordeiles minor,81.00,84.00,76.5
CWS-PRA,12-VXM23-41,2021-07-01 22:35:09,171,Chordeiles minor,99.00,102.00,53.6
CWS-PRA,12-VXM23-41,2021-07-01 22:35:09,171,Chordeiles minor,105.00,108.00,44.4
CWS-PRA,12-VXM23-41,2021-07-01 22:35:09,171,Chordeiles minor,108.00,111.00,71.6
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,6.00,9.00,63.7
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,9.00,12.00,86.3
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,12.00,15.00,72.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,15.00,18.00,63.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,18.00,21.00,70.7
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,21.00,24.00,75.6
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,27.00,30.00,53.1
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,30.00,33.00,95.3
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,33.00,36.00,42.7
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,36.00,39.00,86.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,39.00,42.00,92.2
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,42.00,45.00,94.4
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,45.00,48.00,66.6
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,48.00,51.00,41.5
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,54.00,57.00,73.6
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,66.00,69.00,66.2
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,69.00,72.00,87.0
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,81.00,84.00,57.8
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,90.00,93.00,68.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,96.00,99.00,97.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,99.00,102.00,93.0
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,102.00,105.00,89.4
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,105.00,108.00,95.2
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,108.00,111.00,87.1
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,114.00,117.00,72.7
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,117.00,120.00,63.5
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,120.00,123.00,66.4
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,126.00,129.00,87.0
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,132.00,135.00,86.4
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,135.00,138.00,92.6
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,138.00,141.00,70.9
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,141.00,144.00,59.3
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,150.00,153.00,75.2
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,156.00,159.00,69.4
CWS-PRA,12-VXM23-41,2021-07-01 23:02:10,170,Chordeiles minor,159.00,162.00,70.6
CWS-PRA,12-VXM23-42,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-42,2021-07-01 22:35:00,180,Melospiza lincolnii,132.00,135.00,59.7
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,0.00,3.00,94.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,3.00,6.00,90.4
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,6.00,9.00,94.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,9.00,12.00,93.6
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,12.00,15.00,95.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,15.00,18.00,97.6
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,18.00,21.00,97.2
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,21.00,24.00,97.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,24.00,27.00,97.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,27.00,30.00,67.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,30.00,33.00,97.7
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,33.00,36.00,90.7
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,36.00,39.00,86.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,42.00,45.00,96.1
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,45.00,48.00,95.5
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,48.00,51.00,91.5
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,57.00,60.00,96.7
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,60.00,63.00,73.2
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,66.00,69.00,89.1
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,93.00,96.00,84.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,108.00,111.00,84.2
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,111.00,114.00,90.4
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,117.00,120.00,66.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,120.00,123.00,58.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,126.00,129.00,60.8
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,132.00,135.00,87.4
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,135.00,138.00,94.1
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,138.00,141.00,77.5
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,147.00,150.00,50.1
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,150.00,153.00,96.6
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,153.00,156.00,89.9
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,156.00,159.00,80.7
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,159.00,162.00,91.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,162.00,165.00,86.1
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,168.00,171.00,88.5
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,174.00,177.00,97.0
CWS-PRA,12-VXM23-42,2021-07-01 23:02:00,180,Chordeiles minor,177.00,180.00,93.8
CWS-PRA,12-VXM23-43,2021-07-01 22:08:00,180,*NOT GENERATED/FOUND*,,,
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,39.00,42.00,55.3
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,42.00,45.00,64.0
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,45.00,48.00,73.8
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,48.00,51.00,58.2
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,51.00,54.00,86.3
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Hypsipetes everetti,57.00,60.00,41.1
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,57.00,60.00,78.3
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,60.00,63.00,79.9
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,63.00,66.00,91.8
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,66.00,69.00,79.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,69.00,72.00,70.0
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,72.00,75.00,94.6
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus fuscater,75.00,78.00,47.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,75.00,78.00,92.1
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus fuscater,78.00,81.00,40.8
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,78.00,81.00,93.6
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,81.00,84.00,82.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,84.00,87.00,84.3
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,87.00,90.00,86.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,90.00,93.00,87.3
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,93.00,96.00,91.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,96.00,99.00,90.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,99.00,102.00,89.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,102.00,105.00,94.2
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,105.00,108.00,85.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,108.00,111.00,88.1
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,111.00,114.00,91.0
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,114.00,117.00,86.8
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,117.00,120.00,83.1
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,120.00,123.00,91.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,123.00,126.00,95.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,126.00,129.00,82.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,129.00,132.00,90.2
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,132.00,135.00,78.7
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,135.00,138.00,82.0
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,138.00,141.00,86.9
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,141.00,144.00,72.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,144.00,147.00,75.4
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,147.00,150.00,86.9
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,153.00,156.00,69.8
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,156.00,159.00,54.0
CWS-PRA,12-VXM23-43,2021-07-01 22:35:00,180,Catharus guttatus,159.00,162.00,85.6
