organization,project_name,location,recording_date,method,status,observer_id,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,tag_duration_s,min_tag_freq,max_tag_freq,vocalization,abundance,tag_clip_status,clip_channel_used,verified_by,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,url
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-04 07:15:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CAJA,Canada Jay,Aves,1,38.35,1.49,1.26kHz,4.72kHz,Call,1,VERIFIED-No_Star,1,Janine McManus,-46.66,-55.71,2,-0.001078,-0.009317,0.006586,-40.61,-60.93,-71.2,2,0,-0.004309,0.004153,-47.31,-29.64,-30.48,2,0.030525,-0.006678,0.039628,-28.04,-67.02,-71.54,2,0,-0.001746,0.001766,-55.06,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300183
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-04 07:15:00,180s 1SPT,Transcribed,1205,Stéphane Menu,BHVI,Blue-headed Vireo,Aves,1,69.25,7.95,1.87kHz,5.70kHz,Song,1,VERIFIED-3Star,1,Chris Chutter,-22.37,-55.94,2,-0.001299,-0.133757,0.131933,-17.47,-52.76,-71.35,2,0,-0.008045,0.00845,-41.46,-25.7,-34.75,2,0.031559,-0.01537,0.062285,-24.11,-59.13,-71.98,2,0,-0.004246,0.004063,-47.44,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300183
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-04 07:15:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CAJA,Canada Jay,Aves,2,130.20,1.31,0.42kHz,8.54kHz,Call,1,VERIFIED-No_Star,1,Janine McManus,-41.81,-52.76,2,-0.000979,-0.016624,0.012826,-35.59,-51.85,-65.89,2,0.000003,-0.008715,0.009636,-40.32,-28.95,-31.17,2,0.030303,-0.005962,0.041627,-27.61,-57.04,-66.34,2,-0.000088,-0.005766,0.004989,-44.78,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300183
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-04 07:15:00,180s 1SPT,Transcribed,1205,Stéphane Menu,RCKI,Ruby-crowned Kinglet,Aves,1,150.90,1.70,1.77kHz,4.25kHz,Song,1,VERIFIED-1Star,1,Chris Chutter,-44.25,-57.52,2,-0.001169,-0.011031,0.009822,-39.15,-67.13,-72.48,2,0,-0.002297,0.002325,-52.67,-29.05,-31.24,2,0.031092,-0.009154,0.043073,-27.32,-69.75,-74.16,2,0,-0.00127,0.001286,-57.81,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300183
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,1,0.01,0.81,1.87kHz,4.44kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-50.69,-57.23,2,-0.000795,-0.006592,0.006706,-43.47,-69.02,-71.1,2,0,-0.001563,0.001508,-56.12,-29.57,-30.13,2,0.029639,-0.005708,0.038624,-28.26,-68.09,-71.23,2,0,-0.008082,0.008076,-41.85,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,CANG,Canada Goose,Aves,1,0.89,2.19,0.84kHz,2.10kHz,Call,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-48.41,-56.38,2,-0.000992,-0.008923,0.006085,-40.99,-69.71,-76.63,2,0,-0.000984,0.000939,-60.14,-29.49,-30.35,2,0.031414,-0.007774,0.039076,-28.16,-69.36,-76.66,2,0,-0.001155,0.001082,-58.75,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,2,1.03,1.35,1.96kHz,4.72kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-49.2,-56.11,2,-0.000901,-0.008433,0.005963,-41.48,-64.3,-70.94,2,0,-0.001785,0.001807,-54.86,-29.49,-30.37,2,0.030597,-0.006697,0.039114,-28.15,-59.96,-71.72,2,0,-0.002297,0.00241,-52.36,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,RCKI,Ruby-crowned Kinglet,Aves,1,3.33,1.93,2.33kHz,4.48kHz,Song,1,VERIFIED-3Star,1,Chris Chutter,-47.78,-59.82,2,-0.000969,-0.008434,0.00645,-41.48,-57.67,-74.16,2,0,-0.004188,0.004406,-47.12,-29.47,-30.52,2,0.031078,-0.007167,0.038445,-28.3,-62.75,-74.33,2,0,-0.002511,0.002489,-52,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,3,3.93,1.21,1.91kHz,3.83kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-47.72,-57.38,2,-0.0009,-0.008659,0.006906,-41.25,-57.13,-65.06,2,0,-0.004367,0.004165,-47.2,-29.48,-30.61,2,0.030479,-0.007402,0.038477,-28.3,-61.99,-68.12,2,0,-0.002903,0.002903,-50.74,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,CONW,Connecticut Warbler,Aves,1,5.26,1.48,1.63kHz,6.30kHz,Song,1,VERIFIED-5Star,2,Steve Van Wilgenburg,-48.37,-55.24,2,-0.000949,-0.013433,0.009655,-37.44,-54.34,-67.43,2,0,-0.008203,0.008152,-41.72,-29.35,-30.2,2,0.030949,-0.007947,0.044973,-26.94,-50.32,-67.4,2,0,-0.009637,0.009252,-40.32,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,CANG,Canada Goose,Aves,2,43.65,2.18,0.23kHz,1.63kHz,Call,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-47.92,-57.68,2,-0.001057,-0.008192,0.005949,-41.73,-64.06,-69.75,2,0.000129,-0.001424,0.001669,-55.55,-29.37,-30.31,2,0.031569,-0.007228,0.038604,-28.27,-47.34,-48.29,2,-0.003931,-0.005623,0.001231,-45,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,48.74,1.06,1.82kHz,4.58kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-52.08,-57.67,2,-0.0009,-0.007006,0.004733,-43.09,-68.21,-72.76,2,0,-0.001446,0.001412,-56.8,-29.53,-30.14,2,0.030796,-0.006676,0.038389,-28.32,-69.9,-73.59,2,0,-0.001199,0.001255,-58.02,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,52.84,1.88,3.60kHz,6.35kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-46.08,-59.53,2,-0.000854,-0.010986,0.006082,-39.18,-69.92,-72.61,2,0,-0.001354,0.001301,-57.37,-29.22,-30.43,2,0.03142,-0.006624,0.039246,-28.12,-70.06,-72.44,2,0,-0.001265,0.001332,-57.51,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,SPGR,Spruce Grouse,Aves,1,56.74,3.09,0.09kHz,1.12kHz,Song,1,"",1,,-48.43,-58.05,2,-0.001055,-0.010202,0.007259,-39.83,-53.89,-63.77,2,0.000555,-0.003345,0.004257,-47.42,-29.5,-30.31,2,0.031646,-0.007846,0.040085,-27.94,-34.92,-35.73,2,-0.016822,-0.021462,0.004139,-33.37,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,CHSP,Chipping Sparrow,Aves,2,92.53,2.68,4.20kHz,5.88kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-50.28,-59.06,2,-0.000914,-0.007139,0.006008,-42.93,-71.65,-75.39,2,0,-0.000867,0.000868,-61.23,-29.51,-30.31,2,0.031592,-0.006864,0.037748,-28.46,-70.4,-74.11,2,0,-0.001245,0.001219,-58.09,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 04:14:00,180s 1SPT,Transcribed,920,Chris Chutter,PBGR,Pied-billed Grebe,Aves,1,106.33,3.73,0.56kHz,1.68kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-47.63,-59.02,2,-0.000959,-0.01166,0.008084,-38.67,-72.95,-76.92,2,0,-0.000783,0.000901,-60.9,-29.43,-30.33,2,0.031611,-0.007405,0.040308,-27.89,-71.18,-76.81,2,0,-0.000936,0.000931,-60.57,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166541
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CONW,Connecticut Warbler,Aves,1,0.09,1.60,1.96kHz,6.02kHz,Song,1,VERIFIED-5Star,2,Steve Van Wilgenburg,-47.31,-54.71,2,-0.00098,-0.011443,0.008271,-38.83,-53.94,-67.65,2,0,-0.0084,0.008617,-41.29,-29.33,-30.39,2,0.030917,-0.007883,0.041959,-27.54,-53.64,-68.07,2,0,-0.007505,0.007392,-42.49,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,TEWA,Tennessee Warbler,Aves,1,1.09,2.65,3.27kHz,9.43kHz,Song,1,VERIFIED-No_Star,2,Janine McManus,-48.33,-59.5,2,-0.000973,-0.010076,0.008116,-39.93,-58.18,-68.68,2,0,-0.005534,0.005727,-44.84,-29.45,-30.36,2,0.031545,-0.007542,0.041259,-27.69,-56.26,-69.13,2,0,-0.007211,0.007058,-42.84,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,GRYE,Greater Yellowlegs,Aves,1,1.85,8.93,1.45kHz,2.80kHz,Song,1,"",2,,-46.98,-59.51,2,-0.001025,-0.00876,0.008148,-41.15,-71.72,-76.99,2,0,-0.00086,0.000826,-61.31,-29.21,-30.53,2,0.031937,-0.007274,0.041753,-27.59,-71.14,-77.78,2,0,-0.001235,0.001258,-58.01,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,4.56,4.08,6.12kHz,8.87kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-46.95,-59.1,2,-0.001049,-0.008712,0.006955,-41.2,-65.83,-73.15,2,0,-0.00424,0.004217,-47.45,-29.29,-30.46,2,0.031681,-0.007135,0.040109,-27.94,-69.73,-73.68,2,0,-0.00139,0.001434,-56.87,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,UNTR,Unidentified Trill,Aves,1,13.84,2.23,2.57kHz,5.18kHz,Song,1,"",1,,-48.47,-58.04,2,-0.000893,-0.00894,0.006089,-40.97,-70.73,-73.68,2,0,-0.001213,0.001227,-58.23,-29.37,-30.4,2,0.031412,-0.005623,0.039159,-28.14,-71.37,-73.61,2,0,-0.001062,0.001139,-58.87,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,HETH,Hermit Thrush,Aves,1,22.26,1.21,1.59kHz,3.92kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-48.94,-58.45,2,-0.000928,-0.007882,0.006034,-42.07,-71.88,-74.06,2,0,-0.000884,0.000906,-60.86,-29.37,-30.21,2,0.030599,-0.006943,0.038945,-28.19,-73.35,-74.92,2,0,-0.000888,0.000908,-60.84,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,SPPE,Spring peeper,Amphibia,1,36.76,3.08,1.91kHz,3.36kHz,Song,CI 1,VERIFIED-1Star,1,Steve Van Wilgenburg,-47.34,-57.36,2,-0.001126,-0.009356,0.006531,-40.58,-73.23,-77.19,2,0,-0.00075,0.000725,-62.5,-29.4,-30.29,2,0.031478,-0.007629,0.0394,-28.09,-73.83,-77.53,2,0,-0.000728,0.000746,-62.54,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,1,49.05,1.24,1.35kHz,4.48kHz,Song,1,VERIFIED-1Star,2,Steve Van Wilgenburg,-49.07,-57.04,2,-0.000935,-0.008013,0.005668,-41.92,-70.64,-72.53,2,0,-0.000991,0.001196,-58.44,-29.31,-30.29,2,0.030808,-0.007292,0.038334,-28.33,-70.14,-72.83,2,0,-0.001176,0.001121,-58.59,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CONW,Connecticut Warbler,Aves,2,55.95,1.30,1.54kHz,3.78kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-49.37,-57.49,2,-0.001072,-0.008012,0.005523,-41.93,-71.04,-73.53,2,0,-0.001122,0.001131,-58.93,-29.45,-30.36,2,0.030658,-0.006701,0.038073,-28.39,-68.84,-73.87,2,0,-0.001333,0.001412,-57,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CANG,Canada Goose,Aves,1,75.33,1.06,0.23kHz,1.54kHz,Call,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-47.66,-56.72,2,-0.000944,-0.00834,0.007002,-41.58,-63.99,-68.98,2,0.000118,-0.001308,0.001729,-55.24,-29.43,-30.26,2,0.030469,-0.007059,0.039755,-28.01,-47.39,-48.24,2,-0.003742,-0.005611,0.001202,-45.02,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CANG,Canada Goose,Aves,2,87.20,32.54,0.09kHz,2.29kHz,Call,TMTT,VERIFIED-No_Star,1,Steve Van Wilgenburg,-45.77,-59.32,2,-0.001138,-0.012068,0.013116,-37.64,-51.18,-64.48,2,0.000609,-0.004888,0.006212,-44.13,-29.19,-30.54,2,0.031953,-0.006852,0.04548,-26.84,-34.61,-35.96,2,-0.017105,-0.02178,0.003831,-33.24,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 05:14:00,180s 1SPT,Transcribed,1205,Stéphane Menu,UNFI,Unidentified Finch,Aves,1,122.05,7.59,1.82kHz,5.65kHz,Call,1,"",1,,-45.82,-58.41,2,-0.001094,-0.010472,0.006846,-39.6,-63.28,-71.96,2,0,-0.002503,0.002352,-52.03,-29.35,-30.49,2,0.031703,-0.007437,0.041663,-27.61,-67.8,-71.94,2,0,-0.002115,0.002234,-53.02,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=300182
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,CONW,Connecticut Warbler,Aves,1,0.13,1.79,1.77kHz,6.21kHz,Song,1,VERIFIED-5Star,2,Steve Van Wilgenburg,-46.26,-53.87,2,-0.000996,-0.018962,0.02291,-32.8,-51.98,-68.36,2,0,-0.011518,0.00968,-38.77,-29.34,-30.23,2,0.031275,-0.006527,0.048521,-26.28,-49.7,-67.68,2,0,-0.011611,0.011406,-38.7,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,CONW,Connecticut Warbler,Aves,2,3.16,1.19,1.17kHz,4.48kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-47.62,-54.43,2,-0.001064,-0.039088,0.021609,-28.16,-66.38,-69.97,2,0,-0.004035,0.004413,-47.11,-29.4,-30.17,2,0.030306,-0.007441,0.042298,-27.47,-63.94,-69.23,2,0,-0.00555,0.004181,-45.11,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,TEWA,Tennessee Warbler,Aves,1,3.33,3.73,3.60kHz,9.48kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-45.23,-55.18,2,-0.001034,-0.011848,0.009564,-38.53,-64.32,-68.21,2,0,-0.004161,0.004488,-46.96,-29.34,-30.55,2,0.031538,-0.007749,0.041966,-27.54,-65.51,-68.54,2,0,-0.010323,0.008942,-39.72,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,LEYE,Lesser Yellowlegs,Aves,1,8.13,2.11,1.87kHz,3.36kHz,Call,1,NEEDS_REVIEW,1,,-48.14,-54.78,2,-0.001095,-0.00954,0.008684,-40.41,-69.13,-76.53,2,0,-0.001184,0.001134,-58.54,-29.33,-30.31,2,0.03102,-0.006987,0.042244,-27.48,-69.09,-76.21,2,0,-0.001857,0.001678,-54.62,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,UNSH,Unidentified Shorebird,Aves,1,12.06,2.19,1.87kHz,3.41kHz,Call,1,NEEDS_REVIEW,1,,-48.08,-56.69,2,-0.001111,-0.00931,0.006546,-40.62,-64.91,-75.26,2,0,-0.001407,0.001421,-56.95,-29.45,-30.32,2,0.031332,-0.006578,0.039362,-28.1,-69.91,-75.58,2,0,-0.001175,0.001134,-58.6,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,BHVI,Blue-headed Vireo,Aves,1,14.45,0.71,2.57kHz,5.09kHz,Song,1,VERIFIED-2Star,1,Chris Chutter,-49.02,-55.26,2,-0.00095,-0.007885,0.006117,-42.06,-66.04,-72.24,2,0,-0.002957,0.002608,-50.58,-29.53,-30.34,2,0.029386,-0.006751,0.039265,-28.12,-68.15,-72.81,2,0,-0.001643,0.0015,-55.69,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,CANG,Canada Goose,Aves,1,15.04,3.98,0.14kHz,2.24kHz,Call,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-47.95,-56.37,2,-0.001117,-0.008791,0.007365,-41.12,-56.52,-63.4,2,0.000389,-0.003089,0.00343,-49.29,-29.39,-30.32,2,0.031621,-0.007295,0.039826,-28,-38.53,-39.47,2,-0.010955,-0.014357,0.002932,-36.86,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,HETH,Hermit Thrush,Aves,1,17.89,1.76,2.19kHz,5.14kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-48.64,-56.17,2,-0.001149,-0.011928,0.006363,-38.47,-63.23,-72.33,2,0,-0.003325,0.003572,-48.94,-29.48,-30.22,2,0.031134,-0.007112,0.038981,-28.18,-65.99,-72.56,2,0,-0.001781,0.001852,-54.65,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,WTSP,White-throated Sparrow,Aves,1,21.34,2.08,3.46kHz,5.04kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-48.09,-57.34,2,-0.001123,-0.016333,0.00859,-35.74,-69.47,-74.62,2,0,-0.002321,0.00231,-52.69,-29.49,-30.42,2,0.031255,-0.006745,0.045384,-26.86,-68.89,-74.63,2,0,-0.00299,0.003123,-50.11,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,LIRA,Light rain,Abiotic,1,23.38,7.66,0.14kHz,11.21kHz,Non-vocal,1,"",1,,-46.54,-56.51,2,-0.001097,-0.025661,0.016253,-31.81,-51.5,-61.93,2,0.000385,-0.017726,0.020222,-33.88,-29.27,-30.43,2,0.031851,-0.006681,0.062,-24.15,-38.38,-39.56,2,-0.011069,-0.03915,0.00783,-28.15,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,LIWI,Light wind,Abiotic,1,25.75,7.04,0.05kHz,11.02kHz,Non-vocal,1,"",1,,-46.38,-56.63,2,-0.001095,-0.025528,0.016973,-31.86,-48.96,-58.84,2,0.00077,-0.016904,0.021254,-33.45,-29.29,-30.45,2,0.031791,-0.006339,0.061746,-24.19,-32.25,-33.4,2,-0.022544,-0.050512,0.004641,-25.93,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:13-UFA88:48,2021-06-05 06:14:00,180s 1SPT,In Progress,687,Janine McManus,CAJA,Canada Jay,Aves,1,35.20,1.50,0.61kHz,3.92kHz,Call,1,VERIFIED-No_Star,2,Janine McManus,-48.6,-55.61,2,-0.001023,-0.01335,0.009921,-37.49,-66.94,-70.47,2,0,-0.002971,0.002321,-50.54,-29.47,-30.3,2,0.030805,-0.005668,0.053364,-25.46,-66.61,-70.28,2,0,-0.003496,0.003893,-48.2,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=166549
